Clan Tag,Tag,league,builderBaseLeague,role,attackWins,defenseWins,townHallLevel,name,expLevel,trophies,bestTrophies,donations,donationsReceived,builderHallLevel,builderBaseTrophies,bestBuilderBaseTrophies,warStars,clanCapitalContributions
%232LJ982JU0,%23Q0GQPLPYV,Unranked,Brass League II,member,0,0,12,•••ACZINO•••,98,1193,1615,0,0,9,2374,2463,40,106015
%232LJ982JU0,%23QG8JP0Q9R,Unranked,Stone League I,member,0,0,12,shadow,62,1099,1282,0,0,6,1415,1688,18,114235
%232L02VGQP2,%23292PV80VV,Champion League III,Iron League II,leader,9,0,15,pitufina,185,3355,3365,0,0,10,2855,2889,1724,455864
%232L02VGQP2,%23Q29GJLLLV,Unranked,Copper League I,member,0,0,12,celestino,98,1941,2250,0,0,6,1985,2201,178,12600
%232L02VGQP2,%238QVYU902P,Gold League II,Brass League III,member,0,0,11,MARIOFBR,128,1673,2099,0,0,8,2192,2350,282,68764
%232L02VGQP2,%23Q0VQC8RCJ,Unranked,Copper League II,member,0,0,10,-Caos-,95,1645,1880,0,0,6,1835,1972,82,16150
%232L02VGQP2,%23PUG9VJUQR,Unranked,Brass League I,member,0,0,10,michel710,101,1552,1973,0,0,7,2431,2605,57,102756
%232L02VGQP2,%23Q8P8G2U8J,Unranked,Copper League I,member,0,0,13,uuujk,106,1540,1846,0,0,7,1960,2048,354,144425
%232L02VGQP2,%23UCLR8JLL,Unranked,Clay League III,member,0,0,9,ss.shahriar,77,985,1524,0,0,3,753,753,87,0
%232L02VGQP2,%23QVRQPGUPU,Unranked,Copper League V,member,0,0,9,Corrupcion333,68,960,1067,0,0,4,1512,1558,36,68255
%232L02VGQP2,%23QUPCCP8RR,Silver League III,Clay League II,member,3,0,9,zurita,46,929,1032,0,0,4,828,941,111,54830
%232L02VGQP2,%23L0099P9LP,Unranked,Wood League II,coLeader,0,0,9,javijavier,48,903,1049,0,0,3,394,449,59,0
%232L02VGQP2,%23QGVV9V9VC,Unranked,Clay League V,member,0,0,9,titorichi,47,898,897,0,0,4,552,552,71,14640
%232L02VGQP2,%23LCRGQY2GL,Unranked,Brass League III,member,0,0,8,Embapé,68,886,1402,0,0,5,2082,2114,103,0
%232L02VGQP2,%23GL9QCRRY9,Silver League III,Copper League IV,member,0,1,8,nicolaetg_,56,847,1000,0,0,5,1613,1624,127,44774
%232L02VGQP2,%23QVJ2RGUU9,Unranked,Wood League V,member,0,0,8,Juancho,49,851,1116,0,0,2,50,50,2,250
%232L02VGQP2,%23QPRCQJL08,Unranked,Clay League V,member,0,0,9,carli_kpo,41,826,927,0,0,4,567,567,0,0
%232L02VGQP2,%23GYQRJVQV0,Silver League III,Stone League V,member,3,5,6,Mysterii,33,832,844,0,0,3,1077,1092,19,100
%232L02VGQP2,%23QLY2UYULY,Unranked,Clay League III,member,0,0,9,oskar R,45,798,905,0,0,5,704,716,6,100
%232L02VGQP2,%23YRR9UPJLY,Unranked,Wood League II,member,0,0,9,zoierkaky2,43,718,771,0,0,4,340,380,0,350
%232L02VGQP2,%23LC899JRYC,Unranked,Wood League V,member,0,0,7,Danielfdeez,36,692,694,0,0,2,50,50,0,100
%232L02VGQP2,%23L8QQUQGGC,Unranked,Wood League I,member,0,0,7,rodri,47,682,733,0,0,4,452,461,0,0
%232L02VGQP2,%23GYRRCQQR2,Bronze League I,Stone League IV,member,11,2,6,ARDI,32,655,695,0,0,4,1107,1113,0,5290
%232L02VGQP2,%238QVP8C8P9,Unranked,Wood League V,member,0,0,6,destroyer98,37,659,741,0,0,2,50,50,0,0
%232L02VGQP2,%23QY20PP8UJ,Unranked,Wood League II,member,0,0,5,kejd,28,642,672,0,0,3,312,341,0,0
%232L02VGQP2,%23QLL09ULYG,Unranked,Stone League III,member,0,0,5,Andres0518,32,633,799,0,0,4,1242,1242,6,0
%232L02VGQP2,%23LUR9UUPUV,Unranked,Clay League II,member,0,0,7,Wantedzbuster,47,616,1103,0,0,3,823,823,27,100
%232L02VGQP2,%23QUYVL299G,Unranked,Clay League II,member,0,0,6,giner,32,583,713,0,0,4,833,833,20,250
%232L02VGQP2,%23YRPCUQC0G,Unranked,Clay League IV,member,0,0,6,Serena08,27,566,641,0,0,4,606,606,0,100
%232L02VGQP2,%23LCJ9800PJ,Unranked,Clay League IV,member,0,0,5,nene,30,560,690,0,0,3,622,672,0,0
%232L02VGQP2,%23QQ8VLGQLC,Unranked,Wood League I,member,0,0,5,ffonsoo,29,560,653,0,0,3,425,433,0,0
%232L02VGQP2,%23QCC9P88PU,Bronze League II,Wood League V,member,0,0,5,ab_clash,17,545,561,0,0,2,81,81,6,0
%232L02VGQP2,%23G8L2PPJ00,Unranked,Clay League IV,member,0,0,5,José. DoMigo,20,537,582,0,0,4,699,699,0,0
%232L02VGQP2,%23GYLJUJGYU,Bronze League I,Wood League IV,member,13,0,4,LePetite,14,582,606,15,0,2,157,117,0,0
%232L02VGQP2,%23QP99G9CU8,Unranked,Wood League IV,member,0,0,5,ehhh,20,462,462,0,0,3,134,137,6,0
%232L02VGQP2,%23QJLY8VQJG,Unranked,Wood League IV,member,0,0,5,sombra,16,367,337,0,0,2,164,164,0,0
%232L02VGQP2,%23GG8C0298R,Unranked,Wood League V,member,0,0,4,goodzilla,11,330,330,0,15,2,40,40,0,0
%232L02VGQP2,%23LRGCRLLUV,Unranked,Wood League V,member,0,0,5,√⚔Ⓖⓤⓔⓡⓡⓔⓡⓞ⚔︻╦╤─,15,297,281,0,0,2,40,40,0,0
%232L02VGQP2,%23GG0PCGVL9,Unranked,Wood League II,member,0,0,5,Razziel,15,272,283,0,0,3,322,332,0,0
%232L02VGQP2,%23G0YCYRGLP,Unranked,Wood League V,member,0,0,4,fiesteroarquero,9,234,242,0,0,2,50,50,0,0
%232L02VGQP2,%23GYRVV0VYV,Unranked,,member,0,0,6,Leader,9,221,221,0,0,0,0,0,0,250
%232L02VGQP2,%23GPY2GGQJG,Unranked,,member,0,0,4,G4NM4RX,11,225,184,0,0,0,0,0,0,0
%232L02VGQP2,%23G9LQU98JU,Unranked,Wood League V,member,0,0,4,need for speed,7,203,105,0,0,2,40,40,0,0
%232L02VGQP2,%23GP0G02JVY,Unranked,,member,0,0,6,Leader,9,164,164,0,0,0,0,0,0,7915
%232L02VGQP2,%23G8RJ9RGRJ,Unranked,,member,0,0,6,Leader,9,150,153,0,0,0,0,0,0,5317
%232L02VGQP2,%23QQYCJ2VQY,Unranked,,member,0,0,3,CNP,6,121,121,0,0,0,0,0,0,0
%232L02VGQP2,%23GYUGGRQG9,Unranked,,member,0,0,6,Leader,9,92,92,0,0,0,0,0,0,10990
%232L02VGQP2,%23QUR08R2QR,Unranked,,member,0,0,6,Leader,9,82,84,0,0,0,0,0,0,6725
%232L02VGQP2,%23G8Q8JJY9Y,Unranked,,member,0,0,6,Leader,9,60,61,0,0,0,0,0,0,4851
%232L02VGQP2,%23QVVJGYPLG,Unranked,,member,0,0,3,Reich_MZ,8,73,54,0,0,0,0,0,0,0
%23P8L8Y80L,%23QVQCL8Q8P,Titan League I,Iron League I,leader,18,4,15,krazycast#01,199,4831,5040,1147,1667,10,3082,3432,793,1357400
%23P8L8Y80L,%239LP0080C,Titan League I,Platinum League I,coLeader,17,4,16,JD #66,254,4822,5082,1941,1992,10,4851,4877,2374,2588963
%23P8L8Y80L,%238Y00L9QVC,Titan League I,Platinum League II,coLeader,11,0,16,JD#662,241,4705,5029,3004,953,10,4694,4900,1877,1881511
%23P8L8Y80L,%23Q22YC0VQR,Titan League I,Titanium League I,coLeader,14,3,15,JD #664,212,4660,4978,689,1113,10,4306,4503,1028,1846380
%23P8L8Y80L,%23QGCRV0VCC,Champion League I,Steel League I,coLeader,12,0,14,JD #665,162,3964,4275,572,1170,10,3646,3668,613,1546421
%23P8L8Y80L,%23PCGURR2G0,Champion League III,Iron League III,admin,8,1,13,Dark King,150,3227,3366,0,0,9,2603,2711,131,444782
%23P8L8Y80L,%23QVG290C9L,Unranked,Brass League II,coLeader,0,0,13,krazycast#02,146,3044,3329,505,625,10,2247,2447,694,1324219
%23P8L8Y80L,%23QRVRJGVQ0,Unranked,Brass League II,coLeader,0,0,13,krazycast#04,145,3078,3326,695,640,10,2262,2490,700,1330649
%23P8L8Y80L,%23G829Y8J00,Unranked,Brass League III,coLeader,0,0,13,krazycast#03,146,3025,3384,654,668,10,2063,2429,710,1304028
%23P8L8Y80L,%239UPVG8L,Unranked,Iron League III,admin,0,0,14,ehern22#02,233,3033,3529,6607,732,10,2754,3031,2537,1476079
%23P8L8Y80L,%23G82R28CPP,Unranked,Brass League II,coLeader,0,0,13,krazycast#05,145,2983,3294,1679,602,10,2222,2415,727,1339849
%23P8L8Y80L,%232Q2YPLGYY,Unranked,Brass League I,member,0,0,13,ehern22#04,160,2731,2764,0,475,10,2421,2531,1822,1480058
%23P8L8Y80L,%232PY9L0P02,Unranked,Brass League I,admin,0,0,13,ehern22#03,160,2707,2726,150,629,10,2438,2535,1123,1501247
%23P8L8Y80L,%23VQPJRVJ0,Unranked,Brass League II,admin,0,0,13,ehern22#05,152,2669,2756,0,495,10,2218,2301,1147,1462692
%23P8L8Y80L,%23PL0V2JL2,Unranked,Copper League III,admin,0,0,13,ehern22#01,196,2549,3848,0,531,10,1759,1942,1926,1173070
%23P8L8Y80L,%23QLPQ089R8,Unranked,Clay League II,coLeader,0,0,12,krazycast#06,129,2525,2660,0,502,10,845,845,632,1145607
%23P8L8Y80L,%23QVRR8L8RG,Crystal League I,Stone League IV,coLeader,1,2,12,krazycast#10,129,2528,2706,0,440,10,1135,1137,669,1149108
%23P8L8Y80L,%23LUQCGQ2JJ,Crystal League I,Brass League II,admin,40,1,10,gp,89,2409,2632,20,0,8,2394,2639,57,210899
%23P8L8Y80L,%23G09CVLJ0Q,Unranked,Clay League II,coLeader,0,0,12,krazycast#09,128,2401,2565,0,358,10,840,842,654,1149092
%23P8L8Y80L,%23QV20VPQY9,Unranked,Clay League I,coLeader,0,0,12,krazycast#07,128,2373,2542,0,614,10,935,940,641,1164630
%23P8L8Y80L,%23Y082LQYQR,Crystal League I,Iron League III,member,12,1,12,Xx KinG xX,113,2385,3206,40,67,9,2643,2706,152,525772
%23P8L8Y80L,%23QCGU2PVQR,Unranked,Clay League II,coLeader,0,0,12,krazycast#08,128,2284,2684,0,400,10,823,826,640,1191363
%23P8L8Y80L,%23QRL0CYUJ9,Unranked,Copper League V,coLeader,0,0,12,krazycast#15,122,2143,2336,0,548,10,1568,1731,634,1034428
%23P8L8Y80L,%23GP98VY8VV,Crystal League III,Copper League II,member,16,0,11,jessica,67,2100,2202,0,0,6,1825,1941,66,287886
%23P8L8Y80L,%23G22C9UCRY,Unranked,Clay League III,coLeader,0,0,12,krazycast#12,121,2067,2223,0,500,10,739,740,589,1039361
%23P8L8Y80L,%23G22LULP28,Unranked,Clay League III,coLeader,0,0,12,krazycast#13,121,2055,2264,0,530,10,796,796,612,1063665
%23P8L8Y80L,%23QC29JQ002,Unranked,Stone League I,coLeader,0,0,12,krazycast#14,123,1993,2168,0,515,10,1453,1609,605,1030183
%23P8L8Y80L,%23G8LR8QL2J,Unranked,Clay League II,coLeader,0,0,12,krazycast#11,121,1972,2150,0,318,10,846,846,565,1038860
%23P8L8Y80L,%23QGU8GYPYC,Gold League II,Brass League I,member,14,0,10,blahblahb lah,77,1628,1904,0,309,7,2424,2474,56,359267
%23P8L8Y80L,%23GYGL29U20,Gold League II,Copper League II,member,37,1,8,vinith rocky,54,1590,1600,0,0,6,1859,1981,1,95138
%23P8L8Y80L,%23G9V9L9VY9,Unranked,Copper League IV,member,0,0,10,kuba,81,1245,1584,0,0,5,1666,1695,91,183035
%23P8L8Y80L,%23LVRRY2C2L,Silver League I,Wood League IV,admin,1,0,10,Wesley,73,1223,1317,0,0,3,117,117,0,100
%23P8L8Y80L,%239QVLJVQUJ,Unranked,Copper League V,admin,0,0,10,D4RK K1NG,82,1185,1600,0,0,5,1553,1553,18,44750
%23P8L8Y80L,%23L2PQLVCLJ,Silver League II,Clay League I,admin,17,0,8,siri,48,1067,1064,0,20,4,976,976,0,1600
%23P8L8Y80L,%23P99LPU8QQ,Silver League III,Stone League IV,admin,3,0,9,Guap,64,858,1048,0,0,5,1183,1183,16,6050
%23P8L8Y80L,%23GPLC8GP0Y,Silver League III,Stone League III,member,8,0,6,lowkeysavage06,39,800,872,0,20,4,1212,1219,0,49990
%23P8L8Y80L,%23LYRQ8UPJQ,Silver League III,Stone League V,admin,3,0,7,गगन गोकुलपुरे,37,810,1024,0,0,4,1048,1055,8,58625
%23P8L8Y80L,%23QUQJ29G9Y,Unranked,Clay League I,member,0,0,8,Pikusz,56,684,1118,0,0,4,973,973,58,154909
%23P8L8Y80L,%23GP2U8PC8V,Bronze League I,Clay League IV,member,22,2,4,lonedarkfox,19,715,718,0,70,3,602,618,0,0
%23P8L8Y80L,%23QV9LYRPUR,Bronze League I,Clay League II,member,0,0,7,A C E,38,659,824,0,0,4,844,844,0,15667
%23P8L8Y80L,%23GQ88PG2VR,Bronze League I,Stone League V,member,2,4,5,CDog,26,708,732,0,0,4,1060,1064,0,0
%23P8L8Y80L,%23G89JJGP8Q,Bronze League I,Stone League IV,member,2,1,6,123456789,33,644,733,0,75,3,1115,1183,0,100
%23P8L8Y80L,%23QCVC9CC88,Bronze League I,Clay League IV,member,0,1,6,0P VANSH,34,652,682,0,20,3,692,692,0,0
%23P8L8Y80L,%23GLC90LQ9Y,Unranked,Wood League V,member,0,0,5,BOSS,23,605,775,0,0,2,46,48,0,0
%23P8L8Y80L,%23GYPQ8CYCY,Bronze League II,Clay League II,admin,0,1,4,GAGAN ARYA,22,547,672,0,15,3,861,871,0,0
%23P8L8Y80L,%23G22VLVJCJ,Bronze League II,Wood League III,member,7,1,4,BOSS AYUSH,15,496,564,0,20,2,287,287,0,0
%23P8L8Y80L,%23GYVY2PLRC,Unranked,,member,0,0,3,KING,10,376,396,0,10,0,0,0,0,0
%232GP2LU2R2,%23LGVUJULRU,Unranked,Stone League II,admin,0,0,10,saman,87,1371,1718,0,0,5,1312,1352,108,17900
%232GP2LU2R2,%23QUJRGJP8V,Unranked,Copper League II,admin,0,0,10,♤Ali♤,90,1338,1622,0,0,6,1830,2108,206,34944
%232GP2LU2R2,%23QUPJLVQ9R,Silver League I,Brass League II,admin,8,2,11,U F C ✨️,71,1320,1307,0,0,7,2276,2412,13,124438
%232GP2LU2R2,%23QJ09GJY2J,Unranked,Clay League V,coLeader,0,0,9,ＨＡＴＥＤ༒ＩＫ✇,64,1088,1126,20,31,4,518,518,195,88794
%232GP2LU2R2,%23GQ0299YU2,Silver League II,Stone League II,member,34,3,7,Amir_taron,42,1179,1179,0,25,4,1302,1302,15,400
%232GP2LU2R2,%23LVV9JJLRL,Silver League II,Stone League IV,admin,6,0,9,❤SEZAR❤,69,1089,1461,0,31,4,1129,1129,23,8500
%232GP2LU2R2,%23QJ2CCPL9C,Unranked,,leader,0,0,9,ＤＥＭＯＮ ༒ＩＫ,60,1028,1111,0,31,0,0,0,147,60419
%232GP2LU2R2,%23QG8LYUVQ8,Silver League III,Copper League IV,admin,0,1,9,..khan..,59,955,1252,0,0,5,1613,1632,12,5436
%232GP2LU2R2,%23G0U0UU88L,Silver League III,Brass League III,admin,3,2,8,Darya,64,968,1009,0,0,6,2054,2102,36,45239
%232GP2LU2R2,%23GYRJUGU2U,Unranked,Wood League III,admin,0,0,8,Ꮧ Ꮇ Ꭵ Ꮢ,43,833,1004,0,0,3,244,244,127,377439
%232GP2LU2R2,%23G2L2C2QU2,Unranked,Clay League V,member,0,0,6,کند,22,474,633,0,0,3,558,558,0,250
%232GP2LU2R2,%23GLV28CYPC,Unranked,Wood League III,member,0,0,4,mili,15,421,458,0,0,3,279,279,0,0
%232GP2LU2R2,%23GP02LR0LU,Unranked,Wood League IV,admin,0,0,4,Amir/=,15,415,580,0,0,2,150,156,0,0
%232GP2LU2R2,%23G8C9U2G80,Unranked,Wood League III,member,0,0,5,donya,17,413,572,0,0,3,209,221,0,0
%232GP2LU2R2,%23GLPCGQJGG,Unranked,,admin,0,0,6,"°morphin""،'☔️",14,395,444,7,0,0,0,0,21,129930
%232GP2LU2R2,%23GQ0CJYLYP,Unranked,,member,0,0,4,طاها,10,364,509,0,0,0,0,0,0,0
%232GP2LU2R2,%23G9RGCRQ0U,Unranked,,member,0,0,4,mmm,10,363,487,0,0,0,0,0,0,0
%232GP2LU2R2,%23GPUUVGV8C,Unranked,Wood League III,member,0,0,4,yunes1383,14,354,481,0,0,2,201,206,0,0
%232GP2LU2R2,%23G9LYC0JJU,Unranked,,member,0,0,3,omid wafa,10,237,306,0,0,0,0,0,0,0
%232GP2LU2R2,%23GPJUG9UY2,Unranked,,member,0,0,3,آبزن,8,174,197,0,0,0,0,0,0,0
%232GP2LU2R2,%23G9VCGUC8U,Unranked,Wood League IV,member,0,0,4,رسول,7,153,147,0,0,2,162,162,0,0
%232YU2CURVR,%232VJ90L0L0,Titan League I,Steel League III,leader,21,0,13,*Omeng Miller*,211,4694,5153,708,652,10,3277,3346,3036,870926
%232YU2CURVR,%23QJ9VG92RV,Champion League I,Iron League III,coLeader,19,0,12,Clarissa,142,3804,5013,46,999,9,2766,2882,822,711465
%232YU2CURVR,%23QJUVYPC8J,Champion League II,Brass League II,coLeader,11,0,12,Omeng,131,3586,5024,415,393,9,2314,2412,856,765259
%232YU2CURVR,%232GU0PCCR2,Master League I,Brass League II,coLeader,1,0,12,ツ☆★CLAY★☆ツ,137,3069,5005,38,72,8,2347,2495,758,703196
%232YU2CURVR,%23QURU80GPP,Master League I,Copper League II,coLeader,12,0,11,Shadow,116,2980,5007,43,0,7,1882,2024,656,684708
%232YU2CURVR,%23G8V88RVCP,Master League II,Copper League III,member,10,0,13,Skullien,66,2832,3389,191,260,5,1715,1776,92,154300
%232YU2CURVR,%23VLYCLCQQ,Unranked,Brass League I,coLeader,0,0,12,guadana.gs:),160,2610,3230,0,0,7,2538,2662,3099,440846
%232YU2CURVR,%23G0UYR0VQ9,Crystal League I,Copper League I,coLeader,5,0,11,eson,118,2468,5006,80,66,7,1921,2212,414,492207
%232YU2CURVR,%23QCYG0YCYC,Crystal League I,Copper League III,coLeader,5,0,10,Jmiichael,98,2448,5002,921,0,6,1730,1849,255,349588
%232YU2CURVR,%23LU9RLRLP8,Unranked,Iron League II,coLeader,0,0,14,medina,170,2280,4114,0,0,9,2968,3291,701,180238
%232YU2CURVR,%23Q00YLG8PR,Unranked,Copper League II,coLeader,0,0,12,Medina 1,127,2260,3216,0,0,5,1806,1806,511,63565
%232YU2CURVR,%232Y2Q2LLYJ,Unranked,Brass League II,coLeader,0,0,12,Heneral Luna,165,2208,3434,0,0,7,2201,2316,1267,66176
%232YU2CURVR,%238RP0QRPV8,Crystal League III,Iron League II,member,3,2,11,JoshReeñ1220,133,1966,2465,0,0,9,2986,3746,403,97649
%232YU2CURVR,%232YLL99VRL,Unranked,Copper League V,coLeader,0,0,12,ewe F allie's,151,1843,3750,0,0,5,1575,1746,2877,27350
%232YU2CURVR,%23LGU9LVGU9,Unranked,Brass League II,member,0,0,11,dwayty,108,1841,2230,0,0,7,2366,2504,54,279493
%232YU2CURVR,%23Q9GJLYJPR,Unranked,Brass League III,coLeader,0,0,10,Goten29,94,1666,1804,0,0,6,2082,2286,96,118222
%232YU2CURVR,%23290UGUY8G,Unranked,Brass League I,coLeader,0,0,12,JYSNPSUQUEN,165,1545,3682,0,0,7,2477,2490,2113,398175
%232YU2CURVR,%2320JCPRJVY,Unranked,Copper League I,member,0,0,10,Import!,99,1429,2034,0,0,6,1923,1941,187,144923
%232YU2CURVR,%239U8GJJQQ0,Unranked,Copper League II,coLeader,0,0,10,JAVEN,99,1401,1876,0,0,6,1874,1891,892,65495
%232YU2CURVR,%23LP8JQR8L0,Unranked,Copper League V,coLeader,0,0,9,ARVIEBEAKS,76,1373,1614,0,0,4,1534,1608,95,67215
%232YU2CURVR,%232Q0G9G9R,Unranked,Clay League I,member,0,0,10,Oreki Hotaro,132,1210,2692,0,0,3,928,928,701,0
%232YU2CURVR,%23QRRUJQ0PL,Unranked,Clay League V,coLeader,0,0,10,MINION. Heavy,59,1089,1283,0,0,5,581,581,7,0
%232YU2CURVR,%23GLLUGLUP0,Silver League II,Stone League III,member,6,1,8,Sayote,59,992,1268,0,0,5,1242,1282,64,117393
%232YU2CURVR,%23QJR2QYJRC,Unranked,Copper League IV,member,0,0,9,KAMOTE,75,977,1391,0,0,5,1699,1872,117,19487
%232YU2CURVR,%23GQ2UR9PP9,Silver League II,Clay League III,member,2,0,7,Baliw,38,945,1186,0,0,3,745,765,44,69205
%232YU2CURVR,%23G0YJUGCLJ,Unranked,Copper League IV,member,0,0,10,matty,50,950,1126,0,0,6,1638,1757,2,15559
%232YU2CURVR,%23G02U08R92,Unranked,Copper League III,coLeader,0,0,8,nabikyle,52,946,1001,0,0,5,1702,1803,1,40424
%232YU2CURVR,%23G8V8GJRV8,Silver League III,Wood League II,member,1,3,7,Rock,39,910,1003,0,0,3,374,384,42,66050
%232YU2CURVR,%23QG20U22J2,Unranked,Copper League IV,member,0,0,7,NARUTO,44,832,2081,0,0,6,1627,1627,0,11350
%232YU2CURVR,%23GQJU222PL,Silver League III,Wood League I,member,4,1,7,Siraulo,38,821,968,0,0,3,458,458,41,71057
%232YU2CURVR,%23GPYJ0URCY,Silver League III,Clay League III,member,3,2,7,No,39,843,1052,0,0,3,736,924,42,66422
%232YU2CURVR,%23G2QLLQG00,Silver League III,Clay League III,member,0,1,7,Satanas,38,763,946,0,0,4,744,783,42,63309
%232YU2CURVR,%23G2QPU9U9L,Bronze League I,Clay League IV,member,1,1,7,Mercy,38,743,890,0,0,3,683,806,48,67211
%232YU2CURVR,%23GY899V8QJ,Unranked,Wood League V,member,0,0,4,Mike,13,429,399,0,0,2,40,40,0,0
%23L989YPU9,%23QJQ0QCLQ8,Champion League I,Titanium League II,coLeader,19,1,14,Smerk,159,3872,4038,39,0,10,4076,4105,63,1012662
%23L989YPU9,%239CL0UCJ0C,Gold League I,Brass League II,leader,0,0,11,dominator,110,1834,2000,40,39,7,2398,2475,100,143537
%23L989YPU9,%23L9YVV9QJU,Unranked,Brass League II,admin,0,0,11,IM GAY,118,1813,2002,0,0,8,2376,2491,46,100
%23L989YPU9,%2322RQ8V2P2,Gold League I,Brass League I,member,0,0,12,Silent_Soccer,134,1731,1912,0,40,9,2413,2460,179,287304
%23L989YPU9,%23R2RL8PC0,Unranked,Copper League IV,member,0,0,9,Chiau.,79,1217,1498,0,0,5,1680,1727,13,0
%23L989YPU9,%23LJ8VC90V,Unranked,Clay League V,member,0,0,9,Mc,75,1180,1753,0,0,4,587,592,336,0
%23L989YPU9,%23YUCR8GVVR,Unranked,Wood League III,member,0,0,8,NE,58,989,1085,0,0,4,297,316,55,0
%23L989YPU9,%23Y889VLPV9,Unranked,Copper League I,member,0,0,9,cool,75,920,1494,0,0,7,1960,2164,25,0
%23L989YPU9,%23VUGUQ2P2,Unranked,Clay League V,member,0,0,8,Pascal,50,911,1176,0,0,3,574,575,52,0
%23L989YPU9,%23LYCUCUJYL,Unranked,Stone League II,member,0,0,7,daniya,38,862,1071,0,0,5,1375,1574,1,0
%23L989YPU9,%23LQC9Q0R8R,Unranked,Wood League III,member,0,0,8,WTF Tillmann,41,814,866,0,0,3,200,200,0,100
%23L989YPU9,%23LLU09CUVU,Unranked,Copper League III,member,0,0,8,민수현,40,798,934,0,0,6,1736,1787,1,0
%23L989YPU9,%2398098RV9Q,Unranked,Clay League I,member,0,0,8,alelvu12,64,739,1202,0,0,4,958,966,35,100
%23L989YPU9,%2390QUJV2YR,Unranked,Wood League II,coLeader,0,0,6,Babole,30,733,891,0,0,3,360,360,45,0
%23L989YPU9,%23LQCPYLY80,Unranked,Wood League V,admin,0,0,6,T1m.28,37,678,872,0,0,3,81,82,14,0
%23L989YPU9,%232U9L8P0J,Unranked,Wood League IV,member,0,0,7,x0xPlacebox0x,62,654,1408,0,0,3,175,183,0,0
%23L989YPU9,%238QJY9U8YU,Unranked,Wood League II,member,0,0,6,michael,35,627,701,0,0,3,360,360,0,0
%23L989YPU9,%23LV0C8V0RL,Unranked,Stone League V,member,0,0,4,kevin,24,587,737,0,0,3,1057,1075,0,0
%23L989YPU9,%23Q0UPJGVQ0,Unranked,Clay League IV,member,0,0,6,joni,31,578,761,0,0,4,605,616,0,0
%23L989YPU9,%23QRULGQ20R,Unranked,Stone League III,member,0,0,6,Eva,32,574,642,0,0,4,1234,1234,0,0
%23L989YPU9,%23QPQC08JRU,Unranked,Stone League V,coLeader,0,0,4,dovonchi,23,478,589,0,0,3,1026,1171,0,0
%23V8YQ2QQY,%232QRLCLG8R,Champion League II,Brass League II,coLeader,3,1,13,¥jamaica¥,228,3616,4440,426,494,7,2361,2402,3169,231808
%23V8YQ2QQY,%238LUJ8009V,Champion League II,Brass League I,coLeader,6,1,13,JENJEN cute,225,3527,4466,593,674,7,2547,2662,3268,207270
%23V8YQ2QQY,%23G8RJRLPL,Champion League III,Copper League V,coLeader,8,0,13,jenelo,206,3300,3818,534,597,5,1581,1581,3621,212041
%23V8YQ2QQY,%2392RJVRRRL,Master League I,Copper League IV,coLeader,0,0,13,Little jack,205,3075,3945,527,278,5,1683,1683,3509,178654
%23V8YQ2QQY,%232GPLVRJ98,Master League I,Copper League IV,leader,5,0,13,jack sparrow,204,3005,3694,387,424,5,1672,1711,3658,266014
%23V8YQ2QQY,%239UGPGG0QY,Unranked,Clay League IV,coLeader,0,0,12,jack24,157,2370,3359,0,0,4,633,646,3215,67314
%23V8YQ2QQY,%2398JVR0UGJ,Unranked,Brass League III,coLeader,0,0,13,KING JR,207,2367,2907,0,0,7,2136,2291,2094,100
%23V8YQ2QQY,%238QQ8L29UU,Unranked,Brass League I,coLeader,0,0,13,-`LEHMEOR`-,215,2311,3219,0,0,7,2435,2583,1663,100
%23V8YQ2QQY,%23P9LCYRL0Y,Unranked,Clay League III,coLeader,0,0,12,FAKETAXI,142,2123,3135,0,0,3,753,753,2234,89212
%23V8YQ2QQY,%239PGRLYGLQ,Unranked,Stone League V,coLeader,0,0,11,khalo 2,137,2065,2667,0,0,4,1068,1068,2087,0
%23V8YQ2QQY,%23Q8GL8URLR,Unranked,Copper League III,admin,0,0,12,blackers,113,1951,2494,0,0,6,1764,1840,9,56489
%23V8YQ2QQY,%232GJJR2QQP,Unranked,Clay League I,coLeader,0,0,11,TrishaKyle,135,1939,2604,0,0,4,913,913,2291,100
%23V8YQ2QQY,%23LL9VVGVV9,Unranked,Copper League I,admin,0,0,12,superman,116,1892,2398,0,0,7,1908,2010,14,60425
%23V8YQ2QQY,%239Y88VPC9U,Unranked,,admin,0,0,11,kharlo j,136,1886,2605,0,0,0,0,0,2308,0
%23V8YQ2QQY,%23YJ9VY9RJL,Unranked,Copper League V,admin,0,0,10,kharlocute,85,1687,2353,0,0,5,1511,1550,77,0
%23V8YQ2QQY,%23PVJ9PCYCU,Unranked,Stone League II,admin,0,0,10,karlo,100,1509,2258,0,0,4,1331,1331,867,0
%23V8YQ2QQY,%239GUV22P8L,Unranked,,admin,0,0,11,aura/dan,125,1437,2021,0,0,0,0,0,2549,0
%23V8YQ2QQY,%23YRCR2V9Y2,Unranked,Copper League II,coLeader,0,0,10,Little kharo,87,1347,2364,0,0,5,1842,1842,205,0
%23V8YQ2QQY,%239JGYV9QJY,Unranked,Wood League V,coLeader,0,0,9,CX3,73,1188,1516,0,0,3,88,89,544,0
%23V8YQ2QQY,%23YJ0YQ0VLU,Unranked,Stone League II,coLeader,0,0,10,KHARLO 22,83,1142,1962,0,0,4,1335,1444,90,0
